1257,12.154784614286667
502,11.849404844423074
1023,12.567240979056246
639,12.520887034998584
91,11.498836682527127
565,12.691583538230217
1391,12.001511614739405
1034,11.338583982516495
397,12.040614105490253
928,12.310437165348775
964,12.094587859196112
758,12.577639650232573
252,12.06105265381003
1323,10.915106645867503
659,12.19552218463499
1233,11.775297421715827
1355,11.917730355182513
271,12.394628892852941
1454,12.25486757159303
1153,12.215037342290755
443,12.058158312538197
753,11.957617696467539
12,11.87757552297847
817,11.951186847493476
897,13.323928581764989
332,12.556733038263905
202,11.626263078808801
299,11.973516181427835
1163,12.175618592671356
936,12.441148720271016
1215,11.626263078808801
1352,12.367345048436391
407,12.083910661257521
837,11.87757552297847
944,11.735276702486741
526,13.008661502470739
578,11.78676973513378
603,12.30592250537653
885,11.884495917930655
1319,11.19135563385109
1221,11.870606902224587
292,11.782960235741939
862,11.794345471549745
1058,12.301387370778713
1376,11.326607934898927
142,12.019749091416921
858,12.429220196836383
1134,11.532737896139919
539,12.660331092405906
158,12.448630513463613
1114,12.669809806411457
1450,11.884495917930655
544,12.34148164933907
1128,11.849404844423074
1351,12.923914877701906
322,12.614868865984631
1225,12.273735966890268
148,11.856522261533737
851,12.00762780434872
289,11.941950837487406
584,12.820990681250251
658,12.025755079404917
235,11.402005077384885
1360,11.560772327227417
857,11.931642378754141
1122,11.678448377988165
1318,11.960817678718287
1413,12.077676615757813
424,11.842236406331555
45,12.675766851909591
1085,11.332613886815139
932,12.154784614286667
842,11.856522261533737
210,11.49273296168228
431,11.288543647320601
465,12.093693109638318
1298,12.323860125621126
925,12.560247968016562
665,11.767575435251748
338,12.218500103788143
1040,12.06105265381003
98,11.326607934898927
516,11.970356641102999
303,11.917730355182513
277,11.856522261533737
14,11.964007453736912
377,12.73670383776449
1132,12.386312871189734
765,12.188422799337028
930,11.674202123168433
249,12.531776395271262
1287,12.535379989788607
643,12.823631142839984
1363,12.283038316285214
1154,12.292254928916668
969,11.813037464800539
219,12.027191164883384
96,12.273735966890268
302,12.230770136157428
818,12.319405795112926
16,11.91170829631447
1261,11.992266613576142
72,12.128116509451258
1017,11.982935344196433
317,12.506180941677357
1145,12.100717685412471
1283,12.037659911047468
806,12.317171167298682
1427,12.116700301832573
250,11.245059091624615
1418,12.100161978566867
18,11.976665770490767
1155,12.100161978566867
718,11.763691965388299
296,11.931642378754141
754,12.058158312538197
655,11.8879382384223
321,12.777055016970678
71,11.771443882099637
100,12.230770136157428
677,12.827995001361906
497,12.122696471358964
1373,12.384223015005313
523,12.662709207270272
75,11.418625774449598
899,11.608244735642321
999,11.314486721293981
1357,12.660331092405906
838,11.779136168550774
421,12.278397958261774
651,12.160033942617156
681,12.06105265381003
57,12.188422799337028
211,12.133507329024972
1258,11.92504173829169
710,11.54031687156214
613,11.231901180182515
447,12.20557752297723
1438,12.160033942617156
709,10.859018228147887
1111,11.774527900858468
1381,11.626263078808801
914,11.225256725762893
549,11.849404844423074
343,12.491255347155265
290,12.359784657728284
163,11.544433821905134
234,12.285350445351659
972,12.111767460549332
133,12.301387370778713
340,12.220473454337986
586,11.827743504053695
1224,11.884495917930655
151,12.827731880206521
208,12.531776395271262
751,12.28765724080691
1457,11.901590234400047
1183,12.137263685701864
1254,11.755879486687116
1214,11.736077016252437
1284,11.794345471549745
